video_stem,filename,raw_folder,subject_id,g_group,sink_name,step_code,merged_class,merged_class_idx,split
HandWash_022_A_08_G_05,HandWash_022_A_08_G_05.mp4,Step_5_Right,22,G05,CeramicSink2,8,step5_polegar,4,val
HandWash_023_A_08_G_05,HandWash_023_A_08_G_05.mp4,Step_5_Right,23,G05,CeramicSink2,8,step5_polegar,4,train
HandWash_024_A_08_G_05,HandWash_024_A_08_G_05.mp4,Step_5_Right,24,G05,CeramicSink2,8,step5_polegar,4,test
HandWash_025_A_08_G_05,HandWash_025_A_08_G_05.mp4,Step_5_Right,25,G05,CeramicSink2,8,step5_polegar,4,train
HandWash_001_A_09_G_01,HandWash_001_A_09_G_01.mp4,Step_6_Left,1,G01,DarkSteelSink1,9,step6_unhas_palma,5,train
HandWash_002_A_09_G_01,HandWash_002_A_09_G_01.mp4,Step_6_Left,2,G01,DarkSteelSink1,9,step6_unhas_palma,5,test
HandWash_003_A_09_G_01,HandWash_003_A_09_G_01.mp4,Step_6_Left,3,G01,DarkSteelSink1,9,step6_unhas_palma,5,train
HandWash_004_A_09_G_01,HandWash_004_A_09_G_01.mp4,Step_6_Left,4,G01,DarkSteelSink1,9,step6_unhas_palma,5,val
HandWash_005_A_09_G_01,HandWash_005_A_09_G_01.mp4,Step_6_Left,5,G01,DarkSteelSink1,9,step6_unhas_palma,5,train
HandWash_006_A_09_G_01,HandWash_006_A_09_G_01.mp4,Step_6_Left,6,G01,LightSteelSink1,9,step6_unhas_palma,5,train
HandWash_007_A_09_G_01,HandWash_007_A_09_G_01.mp4,Step_6_Left,7,G01,LightSteelSink1,9,step6_unhas_palma,5,test
HandWash_008_A_09_G_01,HandWash_008_A_09_G_01.mp4,Step_6_Left,8,G01,LightSteelSink1,9,step6_unhas_palma,5,train
HandWash_009_A_09_G_02,HandWash_009_A_09_G_02.mp4,Step_6_Left,9,G02,CeramicSink1,9,step6_unhas_palma,5,train
HandWash_010_A_09_G_02,HandWash_010_A_09_G_02.mp4,Step_6_Left,10,G02,CeramicSink1,9,step6_unhas_palma,5,train
HandWash_011_A_09_G_02,HandWash_011_A_09_G_02.mp4,Step_6_Left,11,G02,CeramicSink1,9,step6_unhas_palma,5,train
HandWash_012_A_09_G_03,HandWash_012_A_09_G_03.mp4,Step_6_Left,12,G03,SmallCeramicSink6,9,step6_unhas_palma,5,train
HandWash_013_A_09_G_03,HandWash_013_A_09_G_03.mp4,Step_6_Left,13,G03,SmallCeramicSink6,9,step6_unhas_palma,5,test
HandWash_014_A_09_G_03,HandWash_014_A_09_G_03.mp4,Step_6_Left,14,G03,SmallCeramicSink6,9,step6_unhas_palma,5,train
HandWash_015_A_09_G_04,HandWash_015_A_09_G_04.mp4,Step_6_Left,15,G04,LightGraniteSink1,9,step6_unhas_palma,5,train
HandWash_016_A_09_G_04,HandWash_016_A_09_G_04.mp4,Step_6_Left,16,G04,LightGraniteSink1,9,step6_unhas_palma,5,val
HandWash_017_A_09_G_04,HandWash_017_A_09_G_04.mp4,Step_6_Left,17,G04,LightGraniteSink1,9,step6_unhas_palma,5,train
HandWash_018_A_09_G_05,HandWash_018_A_09_G_05.mp4,Step_6_Left,18,G05,CeramicSink2,9,step6_unhas_palma,5,train
HandWash_019_A_09_G_05,HandWash_019_A_09_G_05.mp4,Step_6_Left,19,G05,CeramicSink2,9,step6_unhas_palma,5,test
HandWash_020_A_09_G_05,HandWash_020_A_09_G_05.mp4,Step_6_Left,20,G05,CeramicSink2,9,step6_unhas_palma,5,train
HandWash_021_A_09_G_05,HandWash_021_A_09_G_05.mp4,Step_6_Left,21,G05,CeramicSink2,9,step6_unhas_palma,5,val
HandWash_022_A_09_G_05,HandWash_022_A_09_G_05.mp4,Step_6_Left,22,G05,CeramicSink2,9,step6_unhas_palma,5,val
HandWash_023_A_09_G_05,HandWash_023_A_09_G_05.mp4,Step_6_Left,23,G05,CeramicSink2,9,step6_unhas_palma,5,train
HandWash_024_A_09_G_05,HandWash_024_A_09_G_05.mp4,Step_6_Left,24,G05,CeramicSink2,9,step6_unhas_palma,5,test
HandWash_025_A_09_G_05,HandWash_025_A_09_G_05.mp4,Step_6_Left,25,G05,CeramicSink2,9,step6_unhas_palma,5,train
HandWash_001_A_10_G_01,HandWash_001_A_10_G_01.mp4,Step_6_Right,1,G01,DarkSteelSink1,10,step6_unhas_palma,5,train
HandWash_002_A_10_G_01,HandWash_002_A_10_G_01.mp4,Step_6_Right,2,G01,DarkSteelSink1,10,step6_unhas_palma,5,test
HandWash_003_A_10_G_01,HandWash_003_A_10_G_01.mp4,Step_6_Right,3,G01,DarkSteelSink1,10,step6_unhas_palma,5,train
HandWash_004_A_10_G_01,HandWash_004_A_10_G_01.mp4,Step_6_Right,4,G01,DarkSteelSink1,10,step6_unhas_palma,5,val
HandWash_005_A_10_G_01,HandWash_005_A_10_G_01.mp4,Step_6_Right,5,G01,DarkSteelSink1,10,step6_unhas_palma,5,train
HandWash_006_A_10_G_01,HandWash_006_A_10_G_01.mp4,Step_6_Right,6,G01,LightSteelSink1,10,step6_unhas_palma,5,train
HandWash_007_A_10_G_01,HandWash_007_A_10_G_01.mp4,Step_6_Right,7,G01,LightSteelSink1,10,step6_unhas_palma,5,test
HandWash_008_A_10_G_01,HandWash_008_A_10_G_01.mp4,Step_6_Right,8,G01,LightSteelSink1,10,step6_unhas_palma,5,train
HandWash_009_A_10_G_02,HandWash_009_A_10_G_02.mp4,Step_6_Right,9,G02,CeramicSink1,10,step6_unhas_palma,5,train
HandWash_010_A_10_G_02,HandWash_010_A_10_G_02.mp4,Step_6_Right,10,G02,CeramicSink1,10,step6_unhas_palma,5,train
HandWash_011_A_10_G_02,HandWash_011_A_10_G_02.mp4,Step_6_Right,11,G02,CeramicSink1,10,step6_unhas_palma,5,train
HandWash_012_A_10_G_03,HandWash_012_A_10_G_03.mp4,Step_6_Right,12,G03,SmallCeramicSink6,10,step6_unhas_palma,5,train
HandWash_013_A_10_G_03,HandWash_013_A_10_G_03.mp4,Step_6_Right,13,G03,SmallCeramicSink6,10,step6_unhas_palma,5,test
HandWash_014_A_10_G_03,HandWash_014_A_10_G_03.mp4,Step_6_Right,14,G03,SmallCeramicSink6,10,step6_unhas_palma,5,train
HandWash_015_A_10_G_04,HandWash_015_A_10_G_04.mp4,Step_6_Right,15,G04,LightGraniteSink1,10,step6_unhas_palma,5,train
HandWash_016_A_10_G_04,HandWash_016_A_10_G_04.mp4,Step_6_Right,16,G04,LightGraniteSink1,10,step6_unhas_palma,5,val
HandWash_017_A_10_G_04,HandWash_017_A_10_G_04.mp4,Step_6_Right,17,G04,LightGraniteSink1,10,step6_unhas_palma,5,train
HandWash_018_A_10_G_05,HandWash_018_A_10_G_05.mp4,Step_6_Right,18,G05,CeramicSink2,10,step6_unhas_palma,5,train
HandWash_019_A_10_G_05,HandWash_019_A_10_G_05.mp4,Step_6_Right,19,G05,CeramicSink2,10,step6_unhas_palma,5,test
HandWash_020_A_10_G_05,HandWash_020_A_10_G_05.mp4,Step_6_Right,20,G05,CeramicSink2,10,step6_unhas_palma,5,train
HandWash_021_A_10_G_05,HandWash_021_A_10_G_05.mp4,Step_6_Right,21,G05,CeramicSink2,10,step6_unhas_palma,5,val
HandWash_022_A_10_G_05,HandWash_022_A_10_G_05.mp4,Step_6_Right,22,G05,CeramicSink2,10,step6_unhas_palma,5,val
HandWash_023_A_10_G_05,HandWash_023_A_10_G_05.mp4,Step_6_Right,23,G05,CeramicSink2,10,step6_unhas_palma,5,train
HandWash_024_A_10_G_05,HandWash_024_A_10_G_05.mp4,Step_6_Right,24,G05,CeramicSink2,10,step6_unhas_palma,5,test
HandWash_025_A_10_G_05,HandWash_025_A_10_G_05.mp4,Step_6_Right,25,G05,CeramicSink2,10,step6_unhas_palma,5,train
HandWash_001_A_11_G_01,HandWash_001_A_11_G_01.mp4,Step_7_Left,1,G01,DarkSteelSink1,11,step7_pulso,6,train
HandWash_002_A_11_G_01,HandWash_002_A_11_G_01.mp4,Step_7_Left,2,G01,DarkSteelSink1,11,step7_pulso,6,test
HandWash_003_A_11_G_01,HandWash_003_A_11_G_01.mp4,Step_7_Left,3,G01,DarkSteelSink1,11,step7_pulso,6,train
HandWash_004_A_11_G_01,HandWash_004_A_11_G_01.mp4,Step_7_Left,4,G01,DarkSteelSink1,11,step7_pulso,6,val
HandWash_005_A_11_G_01,HandWash_005_A_11_G_01.mp4,Step_7_Left,5,G01,DarkSteelSink1,11,step7_pulso,6,train
HandWash_006_A_11_G_01,HandWash_006_A_11_G_01.mp4,Step_7_Left,6,G01,LightSteelSink1,11,step7_pulso,6,train
HandWash_007_A_11_G_01,HandWash_007_A_11_G_01.mp4,Step_7_Left,7,G01,LightSteelSink1,11,step7_pulso,6,test
HandWash_008_A_11_G_01,HandWash_008_A_11_G_01.mp4,Step_7_Left,8,G01,LightSteelSink1,11,step7_pulso,6,train
HandWash_009_A_11_G_02,HandWash_009_A_11_G_02.mp4,Step_7_Left,9,G02,CeramicSink1,11,step7_pulso,6,train
HandWash_010_A_11_G_02,HandWash_010_A_11_G_02.mp4,Step_7_Left,10,G02,CeramicSink1,11,step7_pulso,6,train
HandWash_011_A_11_G_02,HandWash_011_A_11_G_02.mp4,Step_7_Left,11,G02,CeramicSink1,11,step7_pulso,6,train
HandWash_012_A_11_G_03,HandWash_012_A_11_G_03.mp4,Step_7_Left,12,G03,SmallCeramicSink6,11,step7_pulso,6,train
HandWash_013_A_11_G_03,HandWash_013_A_11_G_03.mp4,Step_7_Left,13,G03,SmallCeramicSink6,11,step7_pulso,6,test
HandWash_014_A_11_G_03,HandWash_014_A_11_G_03.mp4,Step_7_Left,14,G03,SmallCeramicSink6,11,step7_pulso,6,train
HandWash_015_A_11_G_04,HandWash_015_A_11_G_04.mp4,Step_7_Left,15,G04,LightGraniteSink1,11,step7_pulso,6,train
HandWash_016_A_11_G_04,HandWash_016_A_11_G_04.mp4,Step_7_Left,16,G04,LightGraniteSink1,11,step7_pulso,6,val
HandWash_017_A_11_G_04,HandWash_017_A_11_G_04.mp4,Step_7_Left,17,G04,LightGraniteSink1,11,step7_pulso,6,train
HandWash_018_A_11_G_05,HandWash_018_A_11_G_05.mp4,Step_7_Left,18,G05,CeramicSink2,11,step7_pulso,6,train
HandWash_019_A_11_G_05,HandWash_019_A_11_G_05.mp4,Step_7_Left,19,G05,CeramicSink2,11,step7_pulso,6,test
HandWash_020_A_11_G_05,HandWash_020_A_11_G_05.mp4,Step_7_Left,20,G05,CeramicSink2,11,step7_pulso,6,train
HandWash_021_A_11_G_05,HandWash_021_A_11_G_05.mp4,Step_7_Left,21,G05,CeramicSink2,11,step7_pulso,6,val
HandWash_022_A_11_G_05,HandWash_022_A_11_G_05.mp4,Step_7_Left,22,G05,CeramicSink2,11,step7_pulso,6,val
HandWash_023_A_11_G_05,HandWash_023_A_11_G_05.mp4,Step_7_Left,23,G05,CeramicSink2,11,step7_pulso,6,train
HandWash_024_A_11_G_05,HandWash_024_A_11_G_05.mp4,Step_7_Left,24,G05,CeramicSink2,11,step7_pulso,6,test
HandWash_025_A_11_G_05,HandWash_025_A_11_G_05.mp4,Step_7_Left,25,G05,CeramicSink2,11,step7_pulso,6,train
HandWash_001_A_12_G_01,HandWash_001_A_12_G_01.mp4,Step_7_Right,1,G01,DarkSteelSink1,12,step7_pulso,6,train
HandWash_002_A_12_G_01,HandWash_002_A_12_G_01.mp4,Step_7_Right,2,G01,DarkSteelSink1,12,step7_pulso,6,test
HandWash_003_A_12_G_01,HandWash_003_A_12_G_01.mp4,Step_7_Right,3,G01,DarkSteelSink1,12,step7_pulso,6,train
HandWash_004_A_12_G_01,HandWash_004_A_12_G_01.mp4,Step_7_Right,4,G01,DarkSteelSink1,12,step7_pulso,6,val
HandWash_005_A_12_G_01,HandWash_005_A_12_G_01.mp4,Step_7_Right,5,G01,DarkSteelSink1,12,step7_pulso,6,train
HandWash_006_A_12_G_01,HandWash_006_A_12_G_01.mp4,Step_7_Right,6,G01,LightSteelSink1,12,step7_pulso,6,train
HandWash_007_A_12_G_01,HandWash_007_A_12_G_01.mp4,Step_7_Right,7,G01,LightSteelSink1,12,step7_pulso,6,test
HandWash_008_A_12_G_01,HandWash_008_A_12_G_01.mp4,Step_7_Right,8,G01,LightSteelSink1,12,step7_pulso,6,train
HandWash_009_A_12_G_02,HandWash_009_A_12_G_02.mp4,Step_7_Right,9,G02,CeramicSink1,12,step7_pulso,6,train
HandWash_010_A_12_G_02,HandWash_010_A_12_G_02.mp4,Step_7_Right,10,G02,CeramicSink1,12,step7_pulso,6,train
HandWash_011_A_12_G_02,HandWash_011_A_12_G_02.mp4,Step_7_Right,11,G02,CeramicSink1,12,step7_pulso,6,train
HandWash_012_A_12_G_03,HandWash_012_A_12_G_03.mp4,Step_7_Right,12,G03,SmallCeramicSink6,12,step7_pulso,6,train
HandWash_013_A_12_G_03,HandWash_013_A_12_G_03.mp4,Step_7_Right,13,G03,SmallCeramicSink6,12,step7_pulso,6,test
HandWash_014_A_12_G_03,HandWash_014_A_12_G_03.mp4,Step_7_Right,14,G03,SmallCeramicSink6,12,step7_pulso,6,train
HandWash_015_A_12_G_04,HandWash_015_A_12_G_04.mp4,Step_7_Right,15,G04,LightGraniteSink1,12,step7_pulso,6,train
HandWash_016_A_12_G_04,HandWash_016_A_12_G_04.mp4,Step_7_Right,16,G04,LightGraniteSink1,12,step7_pulso,6,val
HandWash_017_A_12_G_04,HandWash_017_A_12_G_04.mp4,Step_7_Right,17,G04,LightGraniteSink1,12,step7_pulso,6,train
HandWash_018_A_12_G_05,HandWash_018_A_12_G_05.mp4,Step_7_Right,18,G05,CeramicSink2,12,step7_pulso,6,train
HandWash_019_A_12_G_05,HandWash_019_A_12_G_05.mp4,Step_7_Right,19,G05,CeramicSink2,12,step7_pulso,6,test
HandWash_020_A_12_G_05,HandWash_020_A_12_G_05.mp4,Step_7_Right,20,G05,CeramicSink2,12,step7_pulso,6,train
HandWash_021_A_12_G_05,HandWash_021_A_12_G_05.mp4,Step_7_Right,21,G05,CeramicSink2,12,step7_pulso,6,val
HandWash_022_A_12_G_05,HandWash_022_A_12_G_05.mp4,Step_7_Right,22,G05,CeramicSink2,12,step7_pulso,6,val
HandWash_023_A_12_G_05,HandWash_023_A_12_G_05.mp4,Step_7_Right,23,G05,CeramicSink2,12,step7_pulso,6,train
HandWash_024_A_12_G_05,HandWash_024_A_12_G_05.mp4,Step_7_Right,24,G05,CeramicSink2,12,step7_pulso,6,test
HandWash_025_A_12_G_05,HandWash_025_A_12_G_05.mp4,Step_7_Right,25,G05,CeramicSink2,12,step7_pulso,6,train
