split_row_idx,video_stem,subject_id,g_group,split,class_name,class_idx,window_idx,start_frame,start_time_sec
1059,HandWash_017_A_03_G_04,17,G04,train,step2_palma_dorso,1,12,96,6.4
1060,HandWash_017_A_03_G_04,17,G04,train,step2_palma_dorso,1,13,104,6.9333
1061,HandWash_017_A_03_G_04,17,G04,train,step2_palma_dorso,1,14,112,7.4667
1062,HandWash_017_A_03_G_04,17,G04,train,step2_palma_dorso,1,15,120,8.0
1063,HandWash_017_A_03_G_04,17,G04,train,step2_palma_dorso,1,16,128,8.5333
1064,HandWash_017_A_03_G_04,17,G04,train,step2_palma_dorso,1,17,136,9.0667
1065,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,0,0,0.0
1066,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,1,8,0.5333
1067,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,2,16,1.0667
1068,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,3,24,1.6
1069,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,4,32,2.1333
1070,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,5,40,2.6667
1071,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,6,48,3.2
1072,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,7,56,3.7333
1073,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,8,64,4.2667
1074,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,9,72,4.8
1075,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,10,80,5.3333
1076,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,11,88,5.8667
1077,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,12,96,6.4
1078,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,13,104,6.9333
1079,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,14,112,7.4667
1080,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,15,120,8.0
1081,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,16,128,8.5333
1082,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,17,136,9.0667
1083,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,18,144,9.6
1084,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,19,152,10.1333
1085,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,20,160,10.6667
1086,HandWash_018_A_03_G_05,18,G05,train,step2_palma_dorso,1,21,168,11.2
153,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,0,0,0.0
154,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,1,15,1.0
155,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,2,30,2.0
156,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,3,45,3.0
157,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,4,60,4.0
158,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,5,75,5.0
159,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,6,90,6.0
160,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,7,105,7.0
161,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,8,120,8.0
162,HandWash_019_A_03_G_05,19,G05,test,step2_palma_dorso,1,9,135,9.0
1087,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,0,0,0.0
1088,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,1,8,0.5333
1089,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,2,16,1.0667
1090,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,3,24,1.6
1091,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,4,32,2.1333
1092,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,5,40,2.6667
1093,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,6,48,3.2
1094,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,7,56,3.7333
1095,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,8,64,4.2667
1096,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,9,72,4.8
1097,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,10,80,5.3333
1098,HandWash_020_A_03_G_05,20,G05,train,step2_palma_dorso,1,11,88,5.8667
129,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,0,0,0.0
130,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,1,15,1.0
131,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,2,30,2.0
132,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,3,45,3.0
133,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,4,60,4.0
134,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,5,75,5.0
135,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,6,90,6.0
136,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,7,105,7.0
137,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,8,120,8.0
138,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,9,135,9.0
139,HandWash_021_A_03_G_05,21,G05,val,step2_palma_dorso,1,10,150,10.0
140,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,0,0,0.0
141,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,1,15,1.0
142,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,2,30,2.0
143,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,3,45,3.0
144,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,4,60,4.0
145,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,5,75,5.0
146,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,6,90,6.0
147,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,7,105,7.0
148,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,8,120,8.0
149,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,9,135,9.0
150,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,10,150,10.0
151,HandWash_022_A_03_G_05,22,G05,val,step2_palma_dorso,1,11,165,11.0
1099,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,0,0,0.0
1100,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,1,8,0.5333
1101,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,2,16,1.0667
1102,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,3,24,1.6
1103,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,4,32,2.1333
1104,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,5,40,2.6667
1105,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,6,48,3.2
1106,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,7,56,3.7333
1107,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,8,64,4.2667
1108,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,9,72,4.8
1109,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,10,80,5.3333
1110,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,11,88,5.8667
1111,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,12,96,6.4
1112,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,13,104,6.9333
1113,HandWash_023_A_03_G_05,23,G05,train,step2_palma_dorso,1,14,112,7.4667
163,HandWash_024_A_03_G_05,24,G05,test,step2_palma_dorso,1,0,0,0.0
164,HandWash_024_A_03_G_05,24,G05,test,step2_palma_dorso,1,1,15,1.0
165,HandWash_024_A_03_G_05,24,G05,test,step2_palma_dorso,1,2,30,2.0
166,HandWash_024_A_03_G_05,24,G05,test,step2_palma_dorso,1,3,45,3.0
167,HandWash_024_A_03_G_05,24,G05,test,step2_palma_dorso,1,4,60,4.0
168,HandWash_024_A_03_G_05,24,G05,test,step2_palma_dorso,1,5,75,5.0
169,HandWash_024_A_03_G_05,24,G05,test,step2_palma_dorso,1,6,90,6.0
170,HandWash_024_A_03_G_05,24,G05,test,step2_palma_dorso,1,7,105,7.0
1114,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,0,0,0.0
1115,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,1,8,0.5333
1116,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,2,16,1.0667
1117,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,3,24,1.6
1118,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,4,32,2.1333
1119,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,5,40,2.6667
1120,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,6,48,3.2
1121,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,7,56,3.7333
1122,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,8,64,4.2667
1123,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,9,72,4.8
1124,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,10,80,5.3333
1125,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,11,88,5.8667
1126,HandWash_025_A_03_G_05,25,G05,train,step2_palma_dorso,1,12,96,6.4
1127,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,0,0,0.0
1128,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,1,8,0.5333
1129,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,2,16,1.0667
1130,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,3,24,1.6
1131,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,4,32,2.1333
1132,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,5,40,2.6667
1133,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,6,48,3.2
1134,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,7,56,3.7333
1135,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,8,64,4.2667
1136,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,9,72,4.8
1137,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,10,80,5.3333
1138,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,11,88,5.8667
1139,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,12,96,6.4
1140,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,13,104,6.9333
1141,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,14,112,7.4667
1142,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,15,120,8.0
1143,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,16,128,8.5333
1144,HandWash_001_A_04_G_01,1,G01,train,step3_palma_entrelacada,2,17,136,9.0667
171,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,0,0,0.0
172,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,1,15,1.0
173,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,2,30,2.0
174,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,3,45,3.0
175,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,4,60,4.0
176,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,5,75,5.0
177,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,6,90,6.0
178,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,7,105,7.0
179,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,8,120,8.0
180,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,9,135,9.0
181,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,10,150,10.0
182,HandWash_002_A_04_G_01,2,G01,test,step3_palma_entrelacada,2,11,165,11.0
1145,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,0,0,0.0
1146,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,1,8,0.5333
1147,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,2,16,1.0667
1148,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,3,24,1.6
1149,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,4,32,2.1333
1150,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,5,40,2.6667
1151,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,6,48,3.2
1152,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,7,56,3.7333
1153,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,8,64,4.2667
1154,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,9,72,4.8
1155,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,10,80,5.3333
1156,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,11,88,5.8667
1157,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,12,96,6.4
1158,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,13,104,6.9333
1159,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,14,112,7.4667
1160,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,15,120,8.0
1161,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,16,128,8.5333
1162,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,17,136,9.0667
1163,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,18,144,9.6
1164,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,19,152,10.1333
1165,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,20,160,10.6667
1166,HandWash_003_A_04_G_01,3,G01,train,step3_palma_entrelacada,2,21,168,11.2
152,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,0,0,0.0
153,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,1,15,1.0
154,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,2,30,2.0
155,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,3,45,3.0
156,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,4,60,4.0
157,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,5,75,5.0
158,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,6,90,6.0
159,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,7,105,7.0
160,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,8,120,8.0
161,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,9,135,9.0
162,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,10,150,10.0
163,HandWash_004_A_04_G_01,4,G01,val,step3_palma_entrelacada,2,11,165,11.0
1167,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,0,0,0.0
1168,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,1,8,0.5333
1169,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,2,16,1.0667
1170,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,3,24,1.6
1171,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,4,32,2.1333
1172,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,5,40,2.6667
1173,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,6,48,3.2
1174,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,7,56,3.7333
1175,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,8,64,4.2667
1176,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,9,72,4.8
1177,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,10,80,5.3333
1178,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,11,88,5.8667
1179,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,12,96,6.4
1180,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,13,104,6.9333
1181,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,14,112,7.4667
1182,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,15,120,8.0
1183,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,16,128,8.5333
1184,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,17,136,9.0667
1185,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,18,144,9.6
1186,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,19,152,10.1333
1187,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,20,160,10.6667
1188,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,21,168,11.2
1189,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,22,176,11.7333
1190,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,23,184,12.2667
1191,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,24,192,12.8
1192,HandWash_005_A_04_G_01,5,G01,train,step3_palma_entrelacada,2,25,200,13.3333
1193,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,0,0,0.0
1194,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,1,8,0.5333
1195,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,2,16,1.0667
1196,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,3,24,1.6
1197,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,4,32,2.1333
1198,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,5,40,2.6667
1199,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,6,48,3.2
1200,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,7,56,3.7333
1201,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,8,64,4.2667
1202,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,9,72,4.8
1203,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,10,80,5.3333
1204,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,11,88,5.8667
1205,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,12,96,6.4
1206,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,13,104,6.9333
1207,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,14,112,7.4667
1208,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,15,120,8.0
1209,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,16,128,8.5333
1210,HandWash_006_A_04_G_01,6,G01,train,step3_palma_entrelacada,2,17,136,9.0667
183,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,0,0,0.0
184,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,1,15,1.0
185,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,2,30,2.0
186,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,3,45,3.0
187,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,4,60,4.0
188,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,5,75,5.0
189,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,6,90,6.0
190,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,7,105,7.0
191,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,8,120,8.0
192,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,9,135,9.0
193,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,10,150,10.0
194,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,11,165,11.0
195,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,12,180,12.0
196,HandWash_007_A_04_G_01,7,G01,test,step3_palma_entrelacada,2,13,195,13.0
1211,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,0,0,0.0
1212,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,1,8,0.5333
1213,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,2,16,1.0667
1214,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,3,24,1.6
1215,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,4,32,2.1333
1216,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,5,40,2.6667
1217,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,6,48,3.2
1218,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,7,56,3.7333
1219,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,8,64,4.2667
1220,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,9,72,4.8
1221,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,10,80,5.3333
1222,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,11,88,5.8667
1223,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,12,96,6.4
1224,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,13,104,6.9333
1225,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,14,112,7.4667
1226,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,15,120,8.0
1227,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,16,128,8.5333
1228,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,17,136,9.0667
1229,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,18,144,9.6
1230,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,19,152,10.1333
1231,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,20,160,10.6667
1232,HandWash_008_A_04_G_01,8,G01,train,step3_palma_entrelacada,2,21,168,11.2
1233,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,0,0,0.0
1234,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,1,8,0.5333
1235,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,2,16,1.0667
1236,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,3,24,1.6
1237,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,4,32,2.1333
1238,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,5,40,2.6667
1239,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,6,48,3.2
1240,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,7,56,3.7333
1241,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,8,64,4.2667
1242,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,9,72,4.8
1243,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,10,80,5.3333
1244,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,11,88,5.8667
1245,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,12,96,6.4
1246,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,13,104,6.9333
1247,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,14,112,7.4667
1248,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,15,120,8.0
1249,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,16,128,8.5333
1250,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,17,136,9.0667
1251,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,18,144,9.6
1252,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,19,152,10.1333
1253,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,20,160,10.6667
1254,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,21,168,11.2
1255,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,22,176,11.7333
1256,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,23,184,12.2667
1257,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,24,192,12.8
1258,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,25,200,13.3333
1259,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,26,208,13.8667
1260,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,27,216,14.4
1261,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,28,224,14.9333
1262,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,29,232,15.4667
1263,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,30,240,16.0
1264,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,31,248,16.5333
1265,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,32,256,17.0667
1266,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,33,264,17.6
1267,HandWash_009_A_04_G_02,9,G02,train,step3_palma_entrelacada,2,34,272,18.1333
1268,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,0,0,0.0
1269,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,1,8,0.5333
1270,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,2,16,1.0667
1271,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,3,24,1.6
1272,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,4,32,2.1333
1273,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,5,40,2.6667
1274,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,6,48,3.2
1275,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,7,56,3.7333
1276,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,8,64,4.2667
1277,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,9,72,4.8
1278,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,10,80,5.3333
1279,HandWash_010_A_04_G_02,10,G02,train,step3_palma_entrelacada,2,11,88,5.8667
